Num,Timestamp,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost,
36,2025-02-05T08:01:01.710Z,0.826472472,28.3334,-3.400059854,31.088,-6.0,31.9964,-0.882394527,35.4623,0.644214298,37.764,1.40235783,36.8621,0.0,0.0,0.007247274,0.0,-0.00705853,0.008531753,0.086111422,1,False,False,
37,2025-02-05T08:00:47.719Z,-1.27070607,28.3695,-2.250791567,31.1112,-0.798061287,32.0346,-0.626150606,35.5067,-1.82370204,37.7502,-0.030740192,36.9012,0.0,0.0,0.0,0.0,-0.007439083,-0.006961946,0.090498974,1,False,False,
38,2025-02-05T08:01:02.801Z,-0.850029282,28.3601,-2.647654301,31.096,-2.264094704,32.0456,-0.670109706,35.5079,0.975537716,37.7494,-0.815099788,36.8852,0.0,0.0,-0.006621299,0.0,0.0,0.0,0.092560698,1,False,False,
39,2025-02-05T08:01:08.216Z,-0.113952963,28.4095,-2.853671993,31.1127,-1.54335661,32.0683,-1.719749814,35.5134,1.525896551,37.7937,0.091563245,36.8923,0.0,0.0,0.0,-0.008364819,-0.056164025,0.0,0.081685456,1,False,False,
40,2025-02-05T08:00:51.766Z,-0.738086497,28.3984,-1.845958553,31.1419,-1.740701374,32.1146,-1.901361138,35.5632,2.898936789,37.8375,-0.191580429,36.8788,0.0,0.0,0.0,0.0,0.0,0.0,0.085429308,1,False,False,
41,2025-02-05T08:01:15.462Z,0.975388112,28.3948,-3.040388527,31.1386,-1.015202205,32.1622,0.697042504,35.5981,-1.718412323,37.8808,-0.860847405,36.8724,0.0,0.0,0.0,0.0,0.0,0.0,0.071431872,1,False,False,
42,2025-02-05T08:00:58.710Z,0.143906954,28.4025,-1.470479505,31.1448,-0.442547875,32.1692,-0.022531804,35.5838,-0.87230899,37.8765,0.046805565,36.8747,1.187164702,0.0,-0.001366809,0.507266346,0.0,-0.437809127,0.07,1,False,False,
43,2025-02-05T08:01:21.873Z,0.55657584,28.4175,-0.400569138,31.1623,-2.499866762,32.1934,-0.140413165,35.6041,-0.552787272,37.9068,-1.87162555,36.8751,0.0,0.0,0.0,0.0,0.0,0.0,0.072040138,1,False,False,
44,2025-02-05T08:01:22.553Z,-0.152415478,28.4098,-2.993762209,31.1969,-1.461222521,32.206,-0.127772036,35.6327,0.505449011,37.931,-0.855038651,36.9119,0.0,0.0,0.0,0.0,0.005389859,-0.006259125,0.073551113,1,False,False,
45,2025-02-05T08:01:00.336Z,-1.278350869,28.4456,-3.276714932,31.1956,-1.062619533,32.1917,-0.332330575,35.6425,-0.733450212,37.9412,0.71163839,36.9616,-0.006912746,0.0,-0.830760031,0.0,0.0,0.0,0.07597047,1,False,False,
46,2025-02-05T08:00:45.111Z,0.888957133,28.4801,-1.029669001,31.2012,-0.391886245,32.1985,-1.31591505,35.6622,1.67597886,37.9635,-1.542203416,36.9891,0.0,0.006612388,0.0,-0.007514056,0.0,0.008766809,0.07,1,False,False,
47,2025-02-05T08:01:28.012Z,0.380661696,28.5278,-0.579195979,31.2503,-1.184429532,32.2253,-0.516460597,35.6918,-0.589247086,37.982,0.577385428,36.9894,-0.006726881,0.0,0.0,0.144887428,-0.00282339,0.007544011,0.116131012,1,False,False,
48,2025-02-05T08:01:20.198Z,0.851874345,28.5393,-2.550769745,31.2779,-2.390637695,32.2294,-1.297403465,35.7333,-1.434653829,38.0167,-0.233887158,37.0142,0.0,0.0,0.163463687,0.0,0.0,0.0,0.081713492,1,False,False,
49,2025-02-05T08:01:17.240Z,-0.938060096,28.5771,-1.91782348,31.2599,-0.93872099,32.2126,0.067926024,35.7582,-0.897251988,38.037,-0.261674396,37.0398,0.254689058,0.000669222,0.0,0.0,0.0,0.0,0.103709906,1,False,False,
50,2025-02-05T08:00:51.371Z,0.928729208,28.574,-3.208134168,31.2484,-1.022129729,32.2241,-1.093265887,35.7481,0.383180976,38.0206,0.343652372,37.086,0.0,0.006425146,0.0,0.0,-0.134937468,0.005945907,0.070318544,1,False,False,
51,2025-02-05T08:01:12.272Z,-0.306363099,28.6158,-2.55596967,31.2794,-0.079627119,32.2575,0.561896439,35.7537,0.980338345,38.0286,0.893537238,37.1059,0.0,0.0,-0.00308608,0.0,0.085297102,-0.001982972,0.097533481,1,False,False,
52,2025-02-05T08:01:18.967Z,0.524686135,28.6187,-2.251104763,31.3023,-0.881659653,32.2489,-1.524043037,35.803,2.955403718,38.0604,0.189307268,37.1068,0.0,0.0,0.0,0.001302664,0.003933016,0.108430518,0.09163175,1,False,False,
53,2025-02-05T08:00:54.689Z,0.288359229,28.6001,-3.38705693,31.3042,-2.016005144,32.2395,0.900084427,35.8314,0.218305911,38.0691,0.120458128,37.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.123080367,1,False,False,
54,2025-02-05T08:01:20.287Z,0.485135386,28.6136,-2.6920637,31.3235,-1.241916982,32.2849,0.069629716,35.8619,-0.327315403,38.0692,0.89677782,37.1612,0.0,0.0,-1.160368687,0.0,0.0,0.0,0.08110613,1,False,False,
55,2025-02-05T08:00:56.135Z,-1.694101893,28.6476,-2.376854792,31.3038,-1.316188143,32.3034,-3.68729382,35.9069,-0.001280416,38.0777,-0.188756423,37.2067,0.0,0.0,0.0,0.003270747,0.0,0.0,0.095443095,1,False,False,
56,2025-02-05T08:00:57.610Z,-0.298637418,28.6964,-2.99192603,31.3037,0.694909604,32.3527,-0.555328046,35.9249,0.064513915,38.0923,0.027306285,37.2524,-0.005801888,0.0,-0.286831003,0.0,-0.000558661,0.0,0.076797116,1,False,False,
57,2025-02-05T08:01:42.856Z,0.884908209,28.7432,-4.285154331,31.3049,-2.973682083,32.3833,-1.868100679,35.9057,-0.739473242,38.1181,0.208280893,37.2809,0.0,0.007235712,0.0,-0.002533814,0.0,0.0,0.079571635,1,False,False,
58,2025-02-05T08:00:57.635Z,-0.055454083,28.7627,-1.874962517,31.2892,-1.833947715,32.4016,-0.680854479,35.9211,0.07614751,38.1381,-0.565762584,37.2714,0.0,-0.009605789,0.0,0.0,-0.364157575,0.0,0.07,1,False,False,
59,2025-02-05T08:01:26.522Z,0.587993087,28.7628,-2.408872158,31.2818,-1.409788576,32.3911,0.237856814,35.946,0.352007482,38.1692,-0.192273235,37.3188,0.0,0.0,0.0,0.007926716,-0.009739962,0.0,0.102389947,1,False,False,
60,2025-02-05T08:01:07.570Z,0.369647257,28.804,-3.001181283,31.3154,-0.298069624,32.3734,-0.807705646,35.9722,-0.277507947,38.1922,1.019133347,37.3644,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1,False,False,
61,2025-02-05T08:02:04.331Z,1.976289978,28.8456,-1.973898422,31.3592,-1.182186298,32.3972,-1.050035657,35.9821,0.402880746,38.2069,0.020628303,37.4124,0.0,0.005997105,0.0,0.0,0.0,0.0,0.101549528,1,False,False,
62,2025-02-05T08:01:23.861Z,-0.98445836,28.868,-1.349542584,31.342,-0.904291326,32.3823,-0.731366718,36.0185,0.069321113,38.2281,0.449254862,37.4394,-0.006566414,0.0,-0.009632186,0.0,0.0,0.00153033,0.091123791,1,False,False,
63,2025-02-05T08:01:20.909Z,-1.58678568,28.8622,-1.137904011,31.3439,-0.760809665,32.3655,-0.358852325,36.059,0.964281462,38.26,1.38660748,37.4206,-0.006492574,0.0,-0.00162459,0.0,0.0,0.0,0.100215551,1,False,False,
64,2025-02-05T08:01:15.374Z,0.502083497,28.8917,-2.380963757,31.3245,-3.332045545,32.3809,-1.890823383,36.0651,-4.424616321,38.2832,-1.011646981,37.4472,0.0,0.526820898,1.040657328,-0.152276819,0.0,0.0,0.094113503,1,False,False,
65,2025-02-05T08:01:34.301Z,-1.517233152,28.8887,-2.755452121,31.3533,-2.59627705,32.3819,0.408549751,36.103,-0.33992518,38.2688,0.24371619,37.4967,0.0,0.004563775,0.0,0.0,0.0,0.0,0.092496064,1,False,False,
66,2025-02-05T08:02:04.398Z,0.535908373,28.9262,-3.103192917,31.3983,-0.10145801,32.3828,-1.740674707,36.1225,0.973907138,38.2885,-0.925375955,37.5361,0.000838019,0.0,-0.11312261,0.004644498,0.0,0.003175667,0.097508832,1,False,False,
67,2025-02-05T08:01:07.189Z,0.450152842,28.9495,-2.255431399,31.4342,-2.101753997,32.4127,-0.2494528,36.1083,0.191124656,38.2793,0.286085169,37.5659,0.0,-0.638374288,0.0,0.0,-0.00405302,0.0,0.101936042,1,False,False,
68,2025-02-05T08:01:15.031Z,-0.08601271,28.9483,-2.742963173,31.433,-0.304367056,32.4029,-1.829117243,36.1,0.352654413,38.2786,-1.10191246,37.5669,0.004495335,0.0,0.0,0.0,0.0,-0.00362495,0.104168902,1,False,False,
69,2025-02-05T08:01:25.308Z,1.627906711,28.9833,-3.598486909,31.4385,-0.675048007,32.4482,0.183861415,36.094,0.102126703,38.3284,1.277802599,37.5595,0.0,-0.000402488,0.0,0.007473542,0.009681669,0.0,0.074748523,1,False,False,
70,2025-02-05T08:01:23.851Z,-1.984693764,29.0098,-4.095310092,31.4302,-1.675206638,32.4711,0.231842267,36.1134,-0.254144623,38.3536,-0.61352407,37.5848,0.0,0.0,0.0,0.0,-0.966839151,0.0,0.07,1,False,False,
71,2025-02-05T08:01:21.525Z,1.069083938,29.0236,-2.437422336,31.4435,-1.14977452,32.4818,0.203264825,36.1422,-0.741150705,38.3559,0.407900865,37.5858,0.009823373,0.0,0.008854635,0.0,0.002154736,0.0,0.0754339,1,False,False,
72,2025-02-05T08:02:13.877Z,-0.626337373,29.0412,-2.71919044,31.4491,-1.471358253,32.4755,-1.157532943,36.1301,1.243954894,38.3829,1.685298053,37.6001,0.0,-0.285373147,0.0,0.0,-0.005511189,-0.005523648,0.120360645,1,False,False,
73,2025-02-05T08:02:06.444Z,0.816482572,29.0664,-2.473300935,31.4991,-1.347220185,32.4944,0.087890497,36.1444,0.537508863,38.3727,0.970394484,37.6021,0.0,0.0,0.0,0.0,-0.004804924,0.004468402,0.072386368,1,False,False,
74,2025-02-05T08:01:30.388Z,-0.006052309,29.0844,-1.476341622,31.5485,-1.894048986,32.5123,-2.755798004,36.1774,-0.922317637,38.4059,1.399307939,37.613,0.0,0.0,0.001314639,0.0,0.0,0.0,0.090147026,1,False,False,
75,2025-02-05T08:02:35.610Z,0.635700382,29.0849,-1.842850692,31.5686,-0.789137061,32.559,0.12991914,36.1934,0.395535062,38.4489,0.691826442,37.65,0.0,0.0,0.005054333,0.0,0.0,0.0,0.079445149,1,False,False,
76,2025-02-05T08:02:27.644Z,-0.898082084,29.1242,-3.014262408,31.5551,-0.656109554,32.6071,-0.27788035,36.2178,0.321622123,38.4777,-0.192186724,37.6895,0.0,0.001707376,0.002338538,0.012321049,0.0,0.0,0.086349342,1,False,False,
77,2025-02-05T08:01:37.192Z,1.479205675,29.1654,-1.991632881,31.5964,-0.819253551,32.5936,-0.862791159,36.2231,0.441708631,38.4635,0.095854032,37.7161,0.0,0.0,0.008640562,-0.007949805,0.087772915,0.0,0.091127685,1,False,False,
78,2025-02-05T08:01:23.035Z,0.649638301,29.1996,-3.086970453,31.6292,-0.970108837,32.5829,-1.193020489,36.2726,1.383645167,38.4535,-0.955728429,37.7332,-0.009085159,0.007430736,0.0,0.0,0.0,0.0,0.10848286,1,False,False,
79,2025-02-05T08:01:28.983Z,-0.04896087,29.207,-2.556775214,31.6544,0.042314209,32.6178,-1.743762419,36.3081,-2.376127271,38.4502,0.458251449,37.7402,0.0,-0.251027112,0.560926595,0.0,0.009017271,-0.006978842,0.104658157,1,False,False,
80,2025-02-05T08:02:03.510Z,0.59937762,29.2301,-2.297249526,31.6538,0.762579772,32.6195,-1.69063631,36.3239,-1.640100152,38.4445,-0.40093564,37.7768,0.0,0.0,-0.120618029,0.0,0.0,0.0,0.090280831,1,False,False,
81,2025-02-05T08:02:37.800Z,0.720262274,29.2614,-2.534922653,31.6421,-0.641778215,32.6625,-0.63226906,36.3274,0.237254623,38.4545,-0.211473184,37.7934,0.353857771,0.0,0.36127004,0.0,-0.472184389,0.0,0.089848686,1,False,False,
82,2025-02-05T08:02:24.059Z,0.185304051,29.2873,-1.488163468,31.6378,-1.165858016,32.6598,0.303755867,36.3715,-0.711749455,38.4569,1.966410408,37.8313,-0.020078975,0.0,0.0,0.0,0.005951182,0.0,0.07,1,False,False,
83,2025-02-05T08:02:47.566Z,-0.292227265,29.269,-2.226476957,31.6557,-1.225124397,32.6844,-1.186236018,36.4,2.976030612,38.4376,2.228030567,37.8347,0.007202448,0.0,0.0,0.0,-0.007901396,-0.546814473,0.084945962,1,False,False,
84,2025-02-05T08:01:28.775Z,-1.009694039,29.2694,-0.446837911,31.6953,-0.168164064,32.7292,-0.746586451,36.4075,0.071197332,38.4758,0.219826251,37.8376,-0.00824267,0.0,-1.020867434,0.0,0.0,0.0,0.087931154,1,False,False,
85,2025-02-05T08:01:56.916Z,-0.99204448,29.2528,-1.550467043,31.6962,-0.429140478,32.7666,-0.914336559,36.3997,-0.2763387,38.5225,0.281525049,37.8774,0.0,0.0,0.0,-0.399272658,0.029815185,0.00418121,0.075295948,1,False,False,
86,2025-02-05T08:02:54.643Z,0.336632633,29.2364,-1.419757288,31.7409,-1.602746311,32.7769,0.454666905,36.4304,0.163201004,38.5372,1.123348121,37.8842,-0.098976563,0.002871554,0.0,0.0,0.0,-0.008792958,0.104759173,1,False,False,
87,2025-02-05T08:01:46.533Z,-0.575209023,29.2182,-2.65988188,31.7627,-1.322889612,32.759,-0.28412715,36.4672,0.611913429,38.5368,-0.5572212,37.9208,0.003174156,0.0,0.0,0.0,0.0,0.0,0.085570052,1,False,False,
88,2025-02-05T08:01:39.077Z,0.08877205,29.2674,-4.195079254,31.8044,-1.396172888,32.7734,-1.731790111,36.4688,0.509612995,38.5512,-0.643993373,37.9071,0.0,0.0,0.0,-0.009197816,0.0,0.0,0.108609801,1,False,False,
89,2025-02-05T08:03:02.698Z,1.235905811,29.2928,-2.52361022,31.7966,-0.007189458,32.8212,-0.63994478,36.4973,-0.151839101,38.5962,1.107360864,37.9422,0.326161439,0.0,0.0,0.0,0.0,0.0,0.07,1,False,False,
90,2025-02-05T08:02:33.362Z,0.430627688,29.3238,-2.631172404,31.8001,-0.824189662,32.802,-0.84730345,36.492,-1.288117101,38.6247,-0.005328198,37.9467,0.0,0.0,0.0,0.0,0.0,-0.181220471,0.07,2,False,False,
91,2025-02-05T08:02:21.637Z,-1.508906406,29.3667,-0.883794269,31.7866,-1.409035761,32.8236,-0.352599501,36.515,0.001520585,38.6385,0.412149771,37.9289,0.0,-0.008530065,0.0,-1.047578761,0.127086946,0.006577667,0.07,2,False,False,
92,2025-02-05T08:02:33.256Z,-0.324940537,29.4151,-0.950593057,31.7998,-0.39527916,32.8117,-0.818524752,36.5499,-0.21475148,38.6515,-0.251869919,37.9715,0.0,1.038373992,0.006113403,0.0,0.007365426,-0.005883176,0.080096788,2,False,False,
93,2025-02-05T08:01:49.997Z,-0.519484153,29.416,-2.166688366,31.8074,-1.697766669,32.8515,-0.691680308,36.5323,-1.165636566,38.6715,0.340117987,37.9877,0.0,0.0,0.0,0.458163837,0.0,0.000311921,0.090197327,2,False,False,
94,2025-02-05T08:02:11.930Z,1.958081541,29.425,-2.307715134,31.7978,-0.206448361,32.8726,-1.462941063,36.5654,-1.991980895,38.7172,-0.427338252,38.0324,0.007362845,0.957015677,0.0,0.0,0.0,0.0,0.084536685,2,False,False,
95,2025-02-05T08:02:21.544Z,2.194720639,29.4538,-1.38141802,31.7846,-0.880739795,32.9134,-1.091290721,36.5548,0.121257933,38.7654,0.265862663,38.0435,0.0,-0.005686497,0.224614217,0.0,0.0,0.0,0.089539532,2,False,False,
96,2025-02-05T08:02:47.573Z,-0.62113112,29.4529,-2.245316963,31.8223,-0.786976055,32.9288,-0.375657903,36.5793,0.492753801,38.7541,1.294238561,38.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.091803015,2,False,False,
97,2025-02-05T08:02:38.111Z,-0.260486737,29.499,-1.125178076,31.8522,-1.2461787,32.9585,-0.524100519,36.5786,-0.154205935,38.7968,0.064595609,38.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.075415574,2,False,False,
98,2025-02-05T08:02:48.256Z,-0.821892005,29.5294,-0.651209495,31.8781,-0.053900257,33.0083,-1.233635805,36.5768,2.626597139,38.8061,0.937897822,38.0724,0.0,-0.000416362,-0.162415692,0.0,0.0,0.0,0.10668077,2,False,False,
99,2025-02-05T08:03:14.457Z,-1.729560919,29.5355,-0.143056758,31.8991,-0.612778344,33.0207,0.024149396,36.565,0.695969039,38.7898,-0.252062673,38.0968,0.008540691,0.196042265,0.0,0.008688721,0.0,0.0,0.07,2,False,False,
100,2025-02-05T08:03:02.825Z,-0.084340571,29.5558,-5.835300158,31.8901,-0.934448888,33.0557,1.028699983,36.5996,1.018005471,38.7789,-3.383253075,38.1072,0.0,0.0,0.0,0.0,0.0,0.0,0.099111568,2,False,False,
101,2025-02-05T08:02:11.845Z,-0.702908939,29.598,-1.930732423,31.9398,-2.750821472,33.0597,-0.141709833,36.6427,0.036226228,38.784,1.156929523,38.1004,0.0,0.0,0.0,0.0,0.682070215,0.024430035,0.085608875,2,False,False,
102,2025-02-05T08:02:29.866Z,-0.534908042,29.5887,-2.652296046,31.9685,-2.02985512,33.0838,0.573337444,36.6438,-0.775624453,38.8104,-0.448787551,38.1267,0.0,-0.004503879,0.0,0.0,0.003350998,0.0,0.072469794,2,False,False,
103,2025-02-05T08:03:15.934Z,1.616445509,29.6155,-3.617041909,31.9589,-0.82780193,33.0701,0.881197053,36.6596,-0.093475703,38.841,-0.052249933,38.1138,0.021905736,0.0,-0.073501001,-0.76847398,0.0,0.001889527,0.089016268,2,False,False,
104,2025-02-05T08:02:16.371Z,0.26818292,29.6035,-2.201458798,31.9669,-0.670598243,33.0821,-1.454639287,36.6981,-1.596275874,38.8693,-1.750933455,38.1273,0.0,0.0,0.00982512,0.28449154,0.0,0.814198312,0.07,2,False,False,
