Num,Timestamp,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost,
31,2025-02-05T08:00:47.232Z,0.011063186,28.5181,-2.103345235,30.8739,-1.523562552,31.9144,-0.003618947,35.5564,1.125123304,37.5891,0.84925246,37.0116,-0.000909179,0.0,0.0,0.00802316,0.0,-0.055465968,0.099644637,1,False,False,
32,2025-02-05T08:00:48.666Z,-0.924491774,28.5146,-1.274147915,30.8793,-1.272631183,31.963,-1.585484177,35.5621,1.27121105,37.6322,-1.398296018,37.0368,0.0,0.170877988,0.0,0.0,0.0,0.0,0.113142563,1,False,False,
33,2025-02-05T08:00:50.214Z,3.320053081,28.5505,-1.304544876,30.867,-1.500008058,32.0037,-1.693210799,35.5513,1.156416164,37.6373,-0.049787486,37.072,0.0,0.0,0.618908156,-0.00887249,0.0,0.00625802,0.1077435,1,False,False,
34,2025-02-05T08:00:51.844Z,0.286941279,28.5351,-2.501521989,30.8662,-2.732813248,32.028,-1.955656937,35.5697,0.602897409,37.6401,0.973578072,37.1216,-0.002836746,0.0,0.0,0.0,0.005446368,0.770685498,0.102689458,1,False,False,
35,2025-02-05T08:00:52.860Z,0.045462811,28.5668,-0.140891788,30.903,0.867483068,32.0469,-0.894036413,35.5908,0.837932102,37.6594,0.519603475,37.1247,0.0,0.0,0.684315779,0.0,0.0,0.0,0.07,1,False,False,
36,2025-02-05T08:00:54.603Z,0.989552315,28.5684,-1.652063381,30.9068,-1.19994066,32.0274,-0.438984337,35.6317,-2.192412314,37.679,-0.407782305,37.1327,0.66722282,0.0,0.0,0.008990412,-0.00705853,0.0,0.07,1,False,False,
37,2025-02-05T08:00:56.019Z,0.90686033,28.5683,-2.225529747,30.9343,-2.510700268,32.0414,-3.932191141,35.6584,0.751956441,37.6622,0.353588977,37.1404,0.0,-0.469939893,0.0,0.007935768,0.0,0.003351155,0.078299748,1,False,False,
38,2025-02-05T08:00:57.057Z,-0.310555324,28.5497,-2.80835406,30.937,-1.611160347,32.0775,-1.727430099,35.6816,-0.103195839,37.7004,0.102088113,37.1848,0.0,0.0,0.0,0.0,0.0,0.007471572,0.07,1,False,False,
39,2025-02-05T08:00:58.869Z,0.831203087,28.5611,-2.597635624,30.9817,-1.675647696,32.097,-0.232766165,35.7061,-0.380295876,37.7242,-0.728750845,37.2253,1.187070872,0.0,-0.000749306,0.0,0.0,-0.004951261,0.080339136,1,False,False,
40,2025-02-05T08:01:00.310Z,0.59072471,28.5979,-1.915380056,31.0204,1.419567552,32.1458,0.331990063,35.692,-0.078856332,37.7494,-0.885026846,37.208,0.000652345,0.0,0.0,0.0,-0.009598576,-0.530631316,0.0751844,1,False,False,
41,2025-02-05T08:01:01.662Z,-0.708147267,28.6333,-2.499589387,31.0573,-0.921590128,32.1727,0.063360165,35.73,0.991104663,37.7811,0.496131014,37.236,0.0,0.0,0.0,0.0,0.0,0.0,0.079178962,1,False,False,
42,2025-02-05T08:01:03.725Z,-0.715605948,28.6561,-1.200084094,31.0899,-2.334019186,32.2076,-2.631787098,35.7264,0.898797735,37.7778,0.069307084,37.2836,0.0,0.063682739,0.0,0.0,0.0,0.0,0.076114091,1,False,False,
43,2025-02-05T08:01:04.802Z,-0.546002537,28.6667,-2.164022822,31.1362,-1.109348243,32.2031,-0.658200626,35.738,-0.18655293,37.7823,-0.569466429,37.2654,0.0,0.007310143,0.0,0.0,0.0,0.003372864,0.086489985,2,False,False,
44,2025-02-05T08:01:05.987Z,0.676171419,28.6552,-3.834636519,31.1329,-0.539726854,32.2278,-0.998196195,35.7616,0.587731175,37.7667,-0.71396818,37.304,0.0,-0.005151805,-0.90244105,0.0,0.0,0.0,0.07,2,False,False,
45,2025-02-05T08:01:07.813Z,0.285811428,28.6867,0.631751794,31.1362,-2.850999757,32.2109,-0.758313348,35.7798,-1.77113747,37.8037,3.362961715,37.2963,0.001912775,-0.000568476,0.0,0.0,0.0,0.0,0.096574572,2,False,False,
46,2025-02-05T08:01:09.787Z,0.183424546,28.6937,-2.142130292,31.1843,-0.566370277,32.2257,0.652614735,35.7946,-0.069437617,37.8484,0.159359176,37.3126,0.0,0.0,-0.006726881,0.0,0.271741576,0.0,0.100523814,2,False,False,
47,2025-02-05T08:01:11.830Z,0.714145492,28.6837,-2.50657518,31.2068,0.110147631,32.2604,-0.935930923,35.7771,-1.874709156,37.8331,-0.79560339,37.3471,0.0,0.52579652,5.4408e-05,0.0,0.0,0.0,0.072346826,2,False,False,
48,2025-02-05T08:01:12.970Z,1.053523762,28.6732,-2.104312249,31.192,-1.922877312,32.2525,-0.376193275,35.807,0.219446198,37.8829,0.450790061,37.3838,0.0,0.0,0.0,0.0,0.0,0.0,0.077689075,2,False,False,
49,2025-02-05T08:01:15.070Z,0.397926052,28.7036,-3.300192932,31.2088,-2.020577688,32.2863,0.8854283,35.8446,0.524303703,37.868,-0.348414157,37.4319,0.414569342,0.0,0.0,0.0,0.0,0.0,0.078335601,2,False,False,
50,2025-02-05T08:01:16.707Z,0.430575525,28.6901,-3.63157757,31.2337,-0.127546905,32.3077,0.984914331,35.8653,0.363711736,37.86,1.820348311,37.4556,-0.3868946,0.0,0.0,0.001667836,0.0,0.0,0.07,2,False,False,
51,2025-02-05T08:01:18.164Z,0.151506892,28.6939,0.202975059,31.2238,-1.251129099,32.348,-0.559194944,35.8676,1.173410317,37.9092,0.710221164,37.4598,0.0,0.0,0.0,0.001525767,0.0,0.0,0.08775825,2,False,False,
52,2025-02-05T08:01:20.224Z,0.088319425,28.689,-2.299999629,31.2285,-0.217798491,32.3316,2.086732483,35.8823,0.490303085,37.9509,-0.371536627,37.4856,-0.066700429,0.0,0.0,0.426123245,-1.160368687,0.0,0.07,2,False,False,
53,2025-02-05T08:01:21.363Z,-1.132148973,28.7046,-2.505330182,31.2435,0.515347249,32.3147,-0.910047978,35.8719,-1.121760968,37.9543,-0.219573661,37.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.080909146,2,False,False,
54,2025-02-05T08:01:22.956Z,-0.185174344,28.7351,-2.8848757,31.2643,0.761742397,32.3067,-0.589020716,35.8959,0.02552992,37.9776,0.260956978,37.5376,0.0,0.0,-0.009269007,0.0,0.001296823,0.0,0.082834594,2,False,False,
55,2025-02-05T08:01:24.588Z,-0.197200013,28.7286,-0.661425767,31.2616,-3.245381895,32.3257,0.575818349,35.8917,0.888770427,38.0257,-1.666386669,37.5385,0.0,0.0,0.0,0.008922309,-0.002533814,0.0,0.07,2,False,False,
56,2025-02-05T08:01:25.653Z,1.106549435,28.7517,-1.235863104,31.2826,2.055156122,32.3227,-1.650256986,35.9185,-0.392770883,38.0429,0.601544594,37.5631,0.0,0.0,0.0,0.0,0.0,0.0,0.079585508,2,False,False,
57,2025-02-05T08:01:27.750Z,0.702044105,28.7595,-2.918237302,31.2973,-0.625275643,32.3683,-0.050799925,35.9659,-0.3100447,38.0877,0.33726203,37.6045,-0.625556788,-0.001571509,0.0,-0.26136151,0.0,0.0,0.100735138,2,False,False,
58,2025-02-05T08:01:29.642Z,-1.1656479,28.7755,-1.750757095,31.2834,-2.601202126,32.3951,-3.990840977,35.9588,1.733241008,38.0776,0.184476072,37.6072,0.005272116,0.0,0.0,0.0,0.0,0.005997105,0.083549303,2,False,False,
59,2025-02-05T08:01:31.384Z,-0.348154577,28.8194,-2.252122557,31.3164,-0.848504125,32.4313,-1.741238593,35.9966,-1.489267647,38.1109,0.735286592,37.6348,-0.007212879,-0.64422369,-0.004553853,0.050408711,0.0,0.008285976,0.087937679,2,False,False,
60,2025-02-05T08:01:32.955Z,-0.629893727,28.8465,-1.783487913,31.318,-2.183104313,32.4128,0.626426607,35.9944,0.414965497,38.0911,0.224422131,37.63,0.002010337,0.003300733,-0.006492574,0.0,0.0,0.491345492,0.090754209,2,False,False,
61,2025-02-05T08:01:34.008Z,-2.024872009,28.895,-2.456763512,31.3564,-0.962384595,32.4457,-2.213839747,36.0429,0.409844587,38.1035,-1.426700549,37.6604,0.0,0.0,-0.004057566,0.0,0.0,0.0,0.073023414,2,False,False,
62,2025-02-05T08:01:35.076Z,0.103997812,28.9446,-1.998448432,31.3528,-0.54544296,32.4899,-1.762312987,36.0632,0.044903669,38.124,-0.414484666,37.6945,0.0,-0.003315122,0.0,-0.007868035,0.089922709,-9.0174e-05,0.079977216,2,False,False,
63,2025-02-05T08:01:37.005Z,-0.522295804,28.9347,-0.753380053,31.3652,-0.484346341,32.4739,-1.118246381,36.0721,0.448999941,38.1331,2.541077011,37.7116,-0.78511236,0.0,0.0,0.0,0.0,0.0,0.07,2,False,False,
64,2025-02-05T08:01:38.381Z,-0.184567857,28.9314,-1.263602793,31.3677,-0.976393743,32.4737,0.04693954,36.0848,3.753024479,38.1585,1.238029569,37.7131,-0.226872154,-0.000211501,0.0,0.00975336,0.0,0.0,0.094494125,2,False,False,
65,2025-02-05T08:01:40.441Z,0.383644684,28.9563,-2.007830298,31.3821,-4.119353908,32.4655,-1.797830571,36.1204,1.104131576,38.1504,0.016479565,37.7436,0.0,0.340750349,0.0,0.469141903,-0.009259847,0.0,0.077259329,2,False,False,
66,2025-02-05T08:01:41.834Z,-0.372947197,28.9375,-2.41875786,31.4126,-0.896829513,32.483,-1.065280707,36.1205,1.070508625,38.1655,-0.529179097,37.7724,0.0,0.0,0.0,0.0,0.51592227,0.007719555,0.07,2,False,False,
67,2025-02-05T08:01:43.578Z,-1.53417103,28.9233,-1.767980476,31.4518,-0.375633584,32.5081,-0.564141992,36.1237,1.286206584,38.2139,-0.582733739,37.8206,0.0,1.149449062,0.0,0.009681669,0.0,0.0,0.079557422,2,False,False,
68,2025-02-05T08:01:44.876Z,0.99863372,28.9562,-2.776821689,31.4416,-1.545987713,32.5573,-0.836141653,36.1544,-0.780568446,38.229,-1.048295737,37.8688,-0.004073838,-0.005327845,-0.017342444,0.0,0.0,-0.005634922,0.088513221,2,False,False,
69,2025-02-05T08:01:46.156Z,-0.118066915,28.9437,-2.970141868,31.422,0.322228284,32.5589,-1.035409193,36.1596,0.977447899,38.2279,1.306534878,37.8581,-0.784980169,0.0,0.0,0.0,0.036981482,0.005591689,0.077560464,2,False,False,
70,2025-02-05T08:01:47.578Z,-0.160765558,28.9531,-2.448005603,31.4359,-2.472248693,32.5443,0.173712901,36.1572,0.886439374,38.2251,0.424298672,37.8818,0.0,0.0,0.0,0.0,0.001601724,0.0,0.07935171,2,False,False,
71,2025-02-05T08:01:49.457Z,-0.337179142,28.9606,-1.688022638,31.4238,-0.630920614,32.5638,0.500623591,36.1786,-0.866384512,38.2433,0.144217982,37.9095,0.0,-0.00254623,0.442050418,-8.2485e-05,-0.008379076,0.0,0.070739743,2,False,False,
72,2025-02-05T08:01:50.489Z,-0.511423858,28.958,-2.021202821,31.4504,-1.110897687,32.5554,0.271330718,36.2015,2.41216645,38.2628,-0.338924572,37.9347,0.0,0.0,0.0,0.0,0.291964093,0.0,0.079610619,2,False,False,
73,2025-02-05T08:01:51.935Z,0.727885215,28.9525,-1.917871212,31.4642,-0.698932645,32.5687,-0.100487194,36.2122,0.424977532,38.2915,0.646852187,37.937,0.0,0.0,0.005054333,0.0,0.007617415,0.0,0.079445149,2,False,False,
74,2025-02-05T08:01:53.528Z,-0.744943654,28.9885,-2.743387055,31.4817,-0.686451597,32.5743,-0.260717311,36.206,0.331696472,38.2795,-0.193853809,37.964,0.0,0.0,0.0,0.0,-0.004803928,0.002680114,0.085051221,2,False,False,
75,2025-02-05T08:01:55.190Z,1.179283765,29.017,-2.064949947,31.5069,-0.938518817,32.6243,-1.03715456,36.2248,0.535975585,38.2938,0.098472817,37.9538,-0.003162557,0.0,0.0,0.0,0.0,0.003757714,0.082204414,2,False,False,
76,2025-02-05T08:01:56.750Z,-0.252902508,29.0049,-2.536756106,31.4949,-0.984484879,32.6586,-2.50191802,36.2625,1.207619983,38.2995,-0.33849687,37.9914,0.0,0.0,0.0,0.004993037,0.0,0.0,0.08691704,2,False,False,
77,2025-02-05T08:01:58.289Z,-0.119067917,29.0267,-4.416597534,31.4867,-0.331228861,32.7071,0.086461109,36.263,-1.640001334,38.3196,-0.226258459,38.038,0.0,-0.001476374,0.0,-0.006727524,0.0,0.0,0.101827798,2,False,False,
78,2025-02-05T08:01:59.582Z,1.068006246,29.0069,-2.404765365,31.5209,-2.083844894,32.7384,-0.68721721,36.2941,0.558294119,38.3316,-1.103237934,38.0645,0.0,0.830068477,0.009679553,0.448944269,0.0,0.0,0.081901492,2,False,False,
79,2025-02-05T08:02:01.540Z,0.074110138,29.008,-2.344769643,31.5621,-0.115665983,32.7798,-0.894114999,36.2807,0.382170399,38.3369,0.031292448,38.0503,-0.00628949,0.171362673,0.0,0.006895665,0.00522048,0.22837661,0.070834468,2,False,False,
80,2025-02-05T08:02:02.564Z,0.325276473,29.0137,-1.028280311,31.563,-0.756768687,32.7866,-1.350190491,36.3176,-0.007327858,38.3781,0.374517278,38.0752,0.0,-0.005989505,-0.000168109,0.0,0.0,0.0,0.073639007,3,False,False,
81,2025-02-05T08:02:03.711Z,-0.471895253,29.0362,-1.45851404,31.5562,-1.277937188,32.794,-0.61541725,36.3428,-0.086677411,38.413,-0.709304379,38.1108,0.0,0.0,0.511760761,-0.546814473,0.0,0.00559702,0.084637345,3,False,False,
82,2025-02-05T08:02:05.531Z,-0.369675843,29.0459,-2.511927974,31.5644,-1.42103868,32.8188,1.941186422,36.3605,0.027715778,38.4036,0.502712176,38.0966,0.0,0.890812545,-0.003470774,0.0,0.0,-0.134593066,0.083707923,3,False,False,
83,2025-02-05T08:02:06.628Z,-0.191305504,29.0926,-3.028374242,31.581,-0.979311921,32.8536,-1.410988964,36.3909,1.065972141,38.3953,0.452808988,38.0855,-0.005996995,0.0,0.0,0.0,0.0,0.029815185,0.075295948,3,False,False,
84,2025-02-05T08:02:08.094Z,0.729224077,29.0994,-1.887934135,31.5715,-0.17600595,32.8988,-0.189213917,36.4309,0.99588269,38.414,-0.328735974,38.1295,-0.008397703,0.057266683,0.0,0.0,0.002871554,0.475072735,0.111039457,3,False,False,
85,2025-02-05T08:02:09.935Z,0.205723906,29.1312,-2.901957699,31.5685,-2.461904146,32.9046,-0.207677413,36.479,-0.853009166,38.4639,0.030491718,38.1638,0.0,1.071135179,0.0,0.0,0.0,0.0,0.07,3,False,False,
86,2025-02-05T08:02:11.331Z,0.472080542,29.1739,-2.520122584,31.5806,-0.956448688,32.937,0.61165931,36.4996,-0.042547855,38.4793,0.792339409,38.1884,0.0,0.436579274,0.0,0.0,0.0,0.0,0.088366777,3,False,False,
87,2025-02-05T08:02:12.787Z,0.763347724,29.2135,-1.039783455,31.5669,-1.641960671,32.9735,0.078889756,36.5009,0.007946681,38.5086,-0.1521911,38.2106,0.0,0.441829969,0.400249121,0.0,0.089637302,0.0,0.105652052,3,False,False,
88,2025-02-05T08:02:14.134Z,0.496267143,29.2376,-1.852168699,31.5921,-1.883684626,32.9942,-1.070031333,36.499,-1.396815566,38.5455,0.002384162,38.1921,0.0,-0.001093895,0.0,0.0,0.0,-0.181220471,0.07,3,False,False,
89,2025-02-05T08:02:15.810Z,-1.276027078,29.2526,-1.329973495,31.6338,-0.666922347,33.0078,-0.638920566,36.4852,0.473521933,38.5523,0.111950746,38.2015,0.0,0.0,0.0,0.0,-0.641496112,0.0,0.072424188,3,False,False,
90,2025-02-05T08:02:16.830Z,0.380942536,29.2786,-1.286480846,31.6325,0.249070532,33.0449,0.25703089,36.5294,-0.047017992,38.5362,3.713315625,38.2512,0.0,0.0,-0.007761608,0.0,0.0,0.363814772,0.085779188,3,False,False,
91,2025-02-05T08:02:18.362Z,0.810717861,29.2586,-2.249491188,31.6768,-1.009543229,33.039,-2.813783624,36.5185,1.127908544,38.5664,0.453712409,38.2956,0.499005055,0.0,0.003337285,-0.007206975,0.0,0.0,0.07,3,False,False,
92,2025-02-05T08:02:19.716Z,-1.042125613,29.29,-1.594072462,31.6774,-0.881253119,33.0315,-1.229128518,36.4986,0.760884031,38.5955,-0.080955728,38.3157,0.0,0.0,0.0,0.0,0.0,0.0,0.099444483,3,False,False,
93,2025-02-05T08:02:21.142Z,0.33754739,29.2994,-2.625053186,31.669,-1.050364976,33.0404,0.736346881,36.5404,-0.608966618,38.6001,0.49304421,38.3219,0.0,0.0,0.00302466,-0.007868139,0.0,0.009988275,0.100077139,3,False,False,
94,2025-02-05T08:02:22.439Z,-0.196462819,29.3476,-1.915346487,31.6777,0.183868874,33.0592,-0.260066095,36.5852,0.439092702,38.6179,-1.446421398,38.3482,0.0,0.006156919,0.0,0.005956273,0.0,-0.466861126,0.082749166,3,False,False,
95,2025-02-05T08:02:23.785Z,0.117859523,29.3543,-2.376166793,31.6707,-1.08440717,33.0424,-1.530071004,36.5959,-1.010608499,38.6164,1.377048617,38.3868,-0.002228838,0.0,0.0,0.0,0.0,-0.423480674,0.087545407,3,False,False,
96,2025-02-05T08:02:25.851Z,-0.68354814,29.3909,-1.377595258,31.6596,0.661780563,33.052,-2.473180725,36.6451,-0.493440662,38.6268,0.101743106,38.4366,-0.000416362,0.563058513,-0.694786233,0.0,0.0,0.0,0.07,3,False,False,
97,2025-02-05T08:02:27.537Z,0.571879074,29.4109,-1.551231253,31.6727,-1.259084487,33.044,-0.30156462,36.6533,-0.101631083,38.6501,0.485030614,38.4642,0.0,0.0,-0.435286308,-0.003854201,0.0,0.000783226,0.070235914,3,False,False,
98,2025-02-05T08:02:28.662Z,0.834898398,29.4057,-3.435471766,31.7104,-1.77432261,33.0759,-1.995405311,36.6865,-0.110760526,38.6908,0.656259726,38.5017,0.0,0.0,0.004180925,0.0,0.0,-0.004868744,0.070474833,3,False,False,
99,2025-02-05T08:02:30.224Z,-0.012367702,29.4098,-1.609997038,31.749,-0.935913339,33.074,0.387690316,36.7246,0.163699934,38.6772,-0.456820066,38.4836,0.0,0.0,0.0,0.0,-0.005438405,-0.005759103,0.07,3,False,False,
100,2025-02-05T08:02:31.487Z,1.930880223,29.4262,-3.389461043,31.7726,-1.80028317,33.0949,-1.175997531,36.7052,0.76153848,38.7271,-0.243083167,38.5313,0.0,0.623871036,0.0,0.002477186,0.0,0.001732169,0.092865441,3,False,False,
101,2025-02-05T08:02:32.872Z,-0.743575645,29.4578,-2.513541467,31.7935,-0.730322092,33.1446,0.259648477,36.7423,1.567792711,38.7311,-1.306308197,38.5612,0.0,0.0,0.0,0.0,0.0,0.0,0.089016268,3,False,False,
102,2025-02-05T08:02:33.837Z,-1.447704813,29.4822,-3.82205474,31.8141,-0.425839032,33.168,0.289424116,36.7553,0.393761892,38.7248,-0.316390777,38.5496,0.0,0.0,0.0,-0.290840457,0.0,0.0,0.07,3,False,False,
103,2025-02-05T08:02:34.892Z,0.035392118,29.4926,-3.074076565,31.8241,-4.774978638,33.178,-0.400653164,36.7688,0.663276791,38.7051,-1.519579064,38.567,0.0,0.0,0.0,0.0,0.0,0.00461301,0.090610849,3,False,False,
104,2025-02-05T08:02:35.990Z,-0.432276583,29.5361,-2.237582625,31.861,-0.499644307,33.1594,-0.525196052,36.7645,0.574684153,38.754,-0.528897667,38.5618,0.0,0.000716554,0.0,-0.000992581,0.0,0.0,0.101369652,3,False,False,
